Customer,# Transactions,,,,,,
CUSTOMER 621," 3,522,692 ",2010,,,,,
CUSTOMER 623, 666 ,2010,,,,,
CUSTOMER 627," 3,458,329 ",2010,,,,,
CUSTOMER 628," 24,414 ",2010,,,,,
CUSTOMER 634," 5,927 ",2010,,,,,
CUSTOMER 638," 150,120 ",2010,,,,,
CUSTOMER 643, 230 ,2010,,,,,
CUSTOMER 644," 1,985 ",2010,,,,,
CUSTOMER 648," 551,793 ",2010,,,,,
CUSTOMER 650, -   ,2010,,,,,
CUSTOMER 651, -   ,2010,,,,,
CUSTOMER 653, -   ,2010,,,,,
CUSTOMER 655," 4,753,121 ",2010,,,,,
CUSTOMER 656," 63,495 ",2010,,,,,
CUSTOMER 660," 180,276 ",2010,,,,,
CUSTOMER 661," 9,596 ",2010,,,,,
CUSTOMER 662," 447,076 ",2010,,,,,
CUSTOMER 663," 36,894 ",2010,,,,,
CUSTOMER 668," 341,709 ",2010,,,,,
CUSTOMER 673," 10,972 ",2010,,,,,
CUSTOMER 674, -   ,2010,,,,,
CUSTOMER 675, 287 ,2010,,,,,
CUSTOMER 676, 403 ,2010,,,,,
CUSTOMER 678," 36,500 ",2010,,,,,
CUSTOMER 679," 9,961,000 ",2010,,,,,
CUSTOMER 680," 5,138 ",2010,,,,,
CUSTOMER 683," 2,496,094 ",2010,,,,,
CUSTOMER 684, 297 ,2010,,,,,
CUSTOMER 685, 16 ,2010,,,,,
CUSTOMER 688, -   ,2010,,,,,
CUSTOMER 690, -   ,2010,,,,,
CUSTOMER 692," 134,308 ",2010,,,,,
CUSTOMER 695," 8,331 ",2010,,,,,
CUSTOMER 697," 3,455 ",2010,,,,,
CUSTOMER 698," 37,885 ",2010,,,,,
CUSTOMER 705," 1,108 ",2010,,,,,
CUSTOMER 709, -   ,2010,,,,,
CUSTOMER 709, 78 ,2010,,,,,
CUSTOMER 711, -   ,2010,,,,,
CUSTOMER 713," 1,897,834 ",2010,,,,,
CUSTOMER 716, -   ,2010,,,,,
CUSTOMER 717," 36,171 ",2010,,,,,
CUSTOMER 718," 228,689 ",2010,,,,,
CUSTOMER 722," 587,180 ",2010,,,,,
CUSTOMER 725," 43,434 ",2010,,,,,
CUSTOMER 726," 1,551,679 ",2010,,,,,
CUSTOMER 727," 13,753 ",2010,,,,,
CUSTOMER 728, -   ,2010,,,,,
CUSTOMER 729," 73,169 ",2010,,,,,
CUSTOMER 731," 231,896 ",2010,,,,,
CUSTOMER 732, -   ,2010,,,,,
CUSTOMER 733," 2,307,033 ",2010,,,,,
CUSTOMER 739, 12 ,2010,,,,,
CUSTOMER 740, 701 ,2010,,,,,
CUSTOMER 742," 20,319 ",2010,,,,,
CUSTOMER 743, -   ,2010,,,,,
CUSTOMER 745," 1,747,390 ",2010,,,,,
CUSTOMER 747," 15,948 ",2010,,,,,
CUSTOMER 749," 308,557 ",2010,,,,,
CUSTOMER 750, -   ,2010,,,,,
CUSTOMER 752," 17,367 ",2010,,,,,
CUSTOMER 754, 90 ,2010,,,,,
CUSTOMER 758, -   ,2010,,,,,
CUSTOMER 759," 274,416 ",2010,,,,,
CUSTOMER 761," 176,051 ",2010,,,,,
CUSTOMER 762," 61,251 ",2010,,,,,
CUSTOMER 768, -   ,2010,,,,,
CUSTOMER 778," 36,210 ",2010,,,,,
CUSTOMER 782, 2 ,2010,,,,,
CUSTOMER 785, -   ,2010,,,,,
CUSTOMER 786," 30,388 ",2010,,,,,
CUSTOMER 792," 34,987 ",2010,,,,,
CUSTOMER 797, 354 ,2010,,,,,
CUSTOMER 803," 43,997 ",2010,,,,,
CUSTOMER 804," 10,810 ",2010,,,,,
CUSTOMER 806, 212 ,2010,,,,,
CUSTOMER 811, 10 ,2010,,,,,
CUSTOMER 813," 89,240 ",2010,,,,,
CUSTOMER 818, -   ,2010,,,,,
CUSTOMER 822," 1,135 ",2010,,,,,
CUSTOMER 825," 354,262 ",2010,,,,,
CUSTOMER 828," 17,262 ",2010,,,,,
CUSTOMER 829, 45 ,2010,,,,,
CUSTOMER 831, -   ,2010,,,,,
CUSTOMER 832," 14,965 ",2010,,,,,
CUSTOMER 833, -   ,2010,,,,,
CUSTOMER 835, 1 ,2010,,,,,
CUSTOMER 839," 329,103 ",2010,,,,,
CUSTOMER 843," 8,880 ",2010,,,,,
CUSTOMER 847," 96,519 ",2010,,,,,
CUSTOMER 850," 17,389 ",2010,,,,,
CUSTOMER 854," 12,233 ",2010,,,,,
CUSTOMER 861," 152,320 ",2010,,,,,
CUSTOMER 862, -   ,2010,,,,,
CUSTOMER 864," 87,317 ",2010,,,,,
CUSTOMER 867," 2,340,977 ",2010,,,,,
CUSTOMER 870," 398,904 ",2010,,,,,
CUSTOMER 871, -   ,2010,,,,,
CUSTOMER 873," 1,966 ",2010,,,,,
CUSTOMER 875," 306,230 ",2010,,,,,
CUSTOMER 878," 43,120 ",2010,,,,,
CUSTOMER 884, 6 ,2010,,,,,
CUSTOMER 885," 57,607 ",2010,,,,,
CUSTOMER 889," 19,865 ",2010,,,,,
CUSTOMER 890," 166,670 ",2010,,,,,
CUSTOMER 894," 172,852 ",2010,,,,,
CUSTOMER 895, -   ,2010,,,,,
CUSTOMER 898," 15,582 ",2010,,,,,
CUSTOMER 899, -   ,2010,,,,,
CUSTOMER 899, 1 ,2010,,,,,
CUSTOMER 901, 706 ,2010,,,,,
CUSTOMER 907," 156,307 ",2010,,,,,
CUSTOMER 912," 207,127 ",2010,,,,,
CUSTOMER 915," 2,412 ",2010,,,,,
CUSTOMER 917," 118,096 ",2010,,,,,
CUSTOMER 924," 523,100 ",2010,,,,,
CUSTOMER 926," 10,706 ",2010,,,,,
CUSTOMER 929," 1,204 ",2010,,,,,
CUSTOMER 930," 1,975,420 ",2010,,,,,
CUSTOMER 935," 1,141,380 ",2010,,,,,
CUSTOMER 936," 242,361 ",2010,,,,,
CUSTOMER 940, 24 ,2010,,,,,
CUSTOMER 943," 1,242,509 ",2010,,,,,
CUSTOMER 947," 156,485 ",2010,,,,,
CUSTOMER 949," 161,760 ",2010,,,,,
CUSTOMER 953," 413,484 ",2010,,,,,
CUSTOMER 960, 505 ,2010,,,,,
CUSTOMER 965, -   ,2010,,,,,
CUSTOMER 971," 127,860 ",2010,,,,,
CUSTOMER 973, 19 ,2010,,,,,
CUSTOMER 976," 486,847 ",2010,,,,,
CUSTOMER 977," 1,067 ",2010,,,,,
CUSTOMER 978, -   ,2010,,,,,
CUSTOMER 978, -   ,2010,,,,,
CUSTOMER 982, -   ,2010,,,,,
CUSTOMER 984," 168,431 ",2010,,,,,
CUSTOMER 987, -   ,2010,,,,,
CUSTOMER 990," 16,675 ",2010,,,,,
CUSTOMER 993," 1,132,460 ",2010,,,,,
CUSTOMER 1001, -   ,2010,,,,,
CUSTOMER 1002," 33,787 ",2010,,,,,
CUSTOMER 1003," 3,125,191 ",2010,,,,,
CUSTOMER 1006," 1,565,731 ",2010,,,,,
CUSTOMER 1009," 2,004,500 ",2010,,,,,
CUSTOMER 1010," 4,180,043 ",2010,,,,,
CUSTOMER 1011," 710,481 ",2010,,,,,
CUSTOMER 1012," 928,684 ",2010,,,,,
CUSTOMER 1013," 52,484 ",2010,,,,,
CUSTOMER 1015, 758 ,2010,,,,,
CUSTOMER 1020," 52,243 ",2010,,,,,
CUSTOMER 1021, -   ,2010,,,,,
CUSTOMER 1022," 539,021 ",2010,,,,,
CUSTOMER 1025," 403,779 ",2010,,,,,
CUSTOMER 1032," 387,059 ",2010,,,,,
CUSTOMER 1035," 14,230 ",2010,,,,,
CUSTOMER 1037," 1,371 ",2010,,,,,
CUSTOMER 1042, 59 ,2010,,,,,
CUSTOMER 1044," 4,117,712 ",2010,,,,,
CUSTOMER 1047, 3 ,2010,,,,,
CUSTOMER 1050," 31,681 ",2010,,,,,
CUSTOMER 1055, 3 ,2010,,,,,
CUSTOMER 1058," 1,637,648 ",2010,,,,,
CUSTOMER 1067," 110,802 ",2010,,,,,
CUSTOMER 1079," 10,709 ",2010,,,,,
CUSTOMER 1082, 456 ,2010,,,,,
CUSTOMER 1084," 1,710 ",2010,,,,,
CUSTOMER 1085," 311,745 ",2010,,,,,
CUSTOMER 1086," 850,392 ",2010,,,,,
CUSTOMER 1092, -   ,2010,,,,,
CUSTOMER 1095," 6,719 ",2010,,,,,
CUSTOMER 1100," 1,148,815 ",2010,,,,,
CUSTOMER 1101," 391,639 ",2010,,,,,
CUSTOMER 1103," 141,436 ",2010,,,,,
CUSTOMER 1106, 147 ,2010,,,,,
CUSTOMER 1110," 1,293 ",2010,,,,,
CUSTOMER 1112," 280,102 ",2010,,,,,
CUSTOMER 1117," 423,010 ",2010,,,,,
CUSTOMER 1118," 276,735 ",2010,,,,,
CUSTOMER 1120, -   ,2010,,,,,
CUSTOMER 1121," 4,703 ",2010,,,,,
CUSTOMER 1123," 378,462 ",2010,,,,,
CUSTOMER 1125, 182 ,2010,,,,,
CUSTOMER 1129, -   ,2010,,,,,
CUSTOMER 1131, 2 ,2010,,,,,
CUSTOMER 1134," 62,196 ",2010,,,,,
CUSTOMER 1141," 1,636,823 ",2010,,,,,
CUSTOMER 1145," 179,828 ",2010,,,,,
CUSTOMER 1149, -   ,2010,,,,,
CUSTOMER 1153, -   ,2010,,,,,
CUSTOMER 1155," 185,984 ",2010,,,,,
CUSTOMER 1165," 174,817 ",2010,,,,,
CUSTOMER 1166, -   ,2010,,,,,
CUSTOMER 1171," 7,886,446 ",2010,,,,,
CUSTOMER 1172, 4 ,2010,,,,,
CUSTOMER 1178," 27,247 ",2010,,,,,
CUSTOMER 1180," 1,382,621 ",2010,,,,,
CUSTOMER 1181, 4 ,2010,,,,,
CUSTOMER 1186," 3,620 ",2010,,,,,
CUSTOMER 1187, 19 ,2010,,,,,
CUSTOMER 1194," 173,145 ",2010,,,,,
CUSTOMER 1195," 439,486 ",2010,,,,,
CUSTOMER 1202," 61,063 ",2010,,,,,
CUSTOMER 1206, -   ,2010,,,,,
CUSTOMER 1208, 42 ,2010,,,,,
CUSTOMER 1211," 1,078,825 ",2010,,,,,
CUSTOMER 1212," 4,108,429 ",2010,,,,,
CUSTOMER 1214," 652,599 ",2010,,,,,
CUSTOMER 1217, 50 ,2010,,,,,
CUSTOMER 1220," 125,406 ",2010,,,,,
CUSTOMER 1224," 311,760 ",2010,,,,,
CUSTOMER 1236," 1,631 ",2010,,,,,
CUSTOMER 1238," 2,600,446 ",2010,,,,,
CUSTOMER 1240," 237,100 ",2010,,,,,
CUSTOMER 1245," 34,397 ",2010,,,,,
CUSTOMER 1246, 199 ,2010,,,,,
CUSTOMER 1247, -   ,2010,,,,,
CUSTOMER 1249, -   ,2010,,,,,
CUSTOMER 1252, -   ,2010,,,,,
CUSTOMER 1253," 45,805 ",2010,,,,,
CUSTOMER 1256, 18 ,2010,,,,,
CUSTOMER 1258, 217 ,2010,,,,,
CUSTOMER 1259," 287,098 ",2010,,,,,
CUSTOMER 1263," 13,442 ",2010,,,,,
CUSTOMER 1273," 160,011 ",2010,,,,,
CUSTOMER 1277," 90,134 ",2010,,,,,
CUSTOMER 1281," 6,533 ",2010,,,,,
CUSTOMER 1282," 2,425 ",2010,,,,,
CUSTOMER 1286, -   ,2010,,,,,
CUSTOMER 1288," 21,732 ",2010,,,,,
CUSTOMER 1290," 27,907 ",2010,,,,,
CUSTOMER 1292," 53,145 ",2010,,,,,
CUSTOMER 1294," 46,067 ",2010,,,,,
CUSTOMER 1300, -   ,2010,,,,,
CUSTOMER 1300, 838 ,2010,,,,,
CUSTOMER 1304," 225,114 ",2010,,,,,
CUSTOMER 1305," 287,183 ",2010,,,,,
CUSTOMER 1306, -   ,2010,,,,,
CUSTOMER 1307," 58,785 ",2010,,,,,
CUSTOMER 1309," 11,833 ",2010,,,,,
CUSTOMER 1310," 32,595 ",2010,,,,,
CUSTOMER 1313, -   ,2010,,,,,
CUSTOMER 1323," 74,914 ",2010,,,,,
CUSTOMER 1325, -   ,2010,,,,,
CUSTOMER 1330," 25,200 ",2010,,,,,
CUSTOMER 1331," 15,719 ",2010,,,,,
CUSTOMER 1333," 324,509 ",2010,,,,,
CUSTOMER 1336," 147,776 ",2010,,,,,
CUSTOMER 1337, -   ,2010,,,,,
CUSTOMER 1339," 3,318,735 ",2010,,,,,
CUSTOMER 1341," 59,906 ",2010,,,,,
CUSTOMER 1344, 3 ,2010,,,,,
CUSTOMER 1347, -   ,2010,,,,,
CUSTOMER 1350, -   ,2010,,,,,
CUSTOMER 1354," 28,040 ",2010,,,,,
CUSTOMER 1355," 1,267,179 ",2010,,,,,
CUSTOMER 1356," 169,445 ",2010,,,,,
CUSTOMER 1358," 1,449,420 ",2010,,,,,
CUSTOMER 1362," 143,334 ",2010,,,,,
CUSTOMER 1365," 49,280 ",2010,,,,,
CUSTOMER 1371," 40,139 ",2010,,,,,
CUSTOMER 1375," 14,629 ",2010,,,,,
CUSTOMER 1378," 2,931 ",2010,,,,,
CUSTOMER 1380, 17 ,2010,,,,,
CUSTOMER 1381," 81,638 ",2010,,,,,
CUSTOMER 1383, 8 ,2010,,,,,
CUSTOMER 1385," 23,689 ",2010,,,,,
CUSTOMER 1386," 175,569 ",2010,,,,,
CUSTOMER 1386, 2 ,2010,,,,,
CUSTOMER 1392," 1,289,828 ",2010,,,,,
CUSTOMER 1393," 176,204 ",2010,,,,,
CUSTOMER 1398," 17,602 ",2010,,,,,
CUSTOMER 1399," 5,308,135 ",2010,,,,,
CUSTOMER 1399," 121,574 ",2010,,,,,
CUSTOMER 1399," 11,917 ",2010,,,,,
CUSTOMER 1401, 952 ,2010,,,,,
CUSTOMER 1402," 202,698 ",2010,,,,,
CUSTOMER 1402," 186,843 ",2010,,,,,
CUSTOMER 1406," 72,521 ",2010,,,,,
CUSTOMER 1409," 59,741 ",2010,,,,,
CUSTOMER 1411," 259,209 ",2010,,,,,
CUSTOMER 1412," 725,458 ",2010,,,,,
CUSTOMER 1413, 333 ,2010,,,,,
CUSTOMER 1414," 1,548 ",2010,,,,,
CUSTOMER 1419," 89,195 ",2010,,,,,
CUSTOMER 1420, -   ,2010,,,,,
CUSTOMER 1426," 26,953 ",2010,,,,,
CUSTOMER 1429," 2,287,438 ",2010,,,,,
CUSTOMER 1432," 582,324 ",2010,,,,,
CUSTOMER 1434, -   ,2010,,,,,
CUSTOMER 1441," 32,994 ",2010,,,,,
CUSTOMER 1441, -   ,2010,,,,,
CUSTOMER 1444," 62,456 ",2010,,,,,
CUSTOMER 1446, -   ,2010,,,,,
CUSTOMER 1452, 222 ,2010,,,,,
CUSTOMER 1454, -   ,2010,,,,,
CUSTOMER 1460, -   ,2010,,,,,
CUSTOMER 1461," 4,406 ",2010,,,,,
CUSTOMER 1463, -   ,2010,,,,,
CUSTOMER 1464, 810 ,2010,,,,,
CUSTOMER 1465, 805 ,2010,,,,,
CUSTOMER 1468," 1,568 ",2010,,,,,
CUSTOMER 1471," 57,310 ",2010,,,,,
CUSTOMER 1473," 1,996,749 ",2010,,,,,
CUSTOMER 1475," 3,669 ",2010,,,,,
CUSTOMER 1479, -   ,2010,,,,,
CUSTOMER 1480," 21,146 ",2010,,,,,
CUSTOMER 1486," 186,190 ",2010,,,,,
CUSTOMER 1487," 177,298 ",2010,,,,,
CUSTOMER 1489, 1 ,2010,,,,,
CUSTOMER 1492," 2,888,734 ",2010,,,,,
CUSTOMER 1493," 5,382 ",2010,,,,,
CUSTOMER 1494," 575,637 ",2010,,,,,
CUSTOMER 1496," 388,685 ",2010,,,,,
CUSTOMER 1496, 3 ,2010,,,,,
CUSTOMER 1501," 258,809 ",2010,,,,,
CUSTOMER 1502," 138,423 ",2010,,,,,
CUSTOMER 1503," 56,072 ",2010,,,,,
CUSTOMER 1506," 4,627 ",2010,,,,,
CUSTOMER 1509," 74,473 ",2010,,,,,
CUSTOMER 1513," 341,194 ",2010,,,,,
CUSTOMER 1514, 1 ,2010,,,,,
CUSTOMER 1522, -   ,2010,,,,,
CUSTOMER 1529, -   ,2010,,,,,
CUSTOMER 1534, 678 ,2010,,,,,
CUSTOMER 1536," 21,179 ",2010,,,,,
CUSTOMER 1539, -   ,2010,,,,,
CUSTOMER 1541, -   ,2010,,,,,
CUSTOMER 1542," 117,148 ",2010,,,,,
CUSTOMER 1543," 96,075 ",2010,,,,,
CUSTOMER 1544," 33,932 ",2010,,,,,
CUSTOMER 1546, -   ,2010,,,,,
CUSTOMER 1549," 241,930 ",2010,,,,,
CUSTOMER 1553, -   ,2010,,,,,
CUSTOMER 1554," 2,221,730 ",2010,,,,,
CUSTOMER 1556," 1,777,965 ",2010,,,,,
CUSTOMER 1558," 16,574 ",2010,,,,,
CUSTOMER 1559," 46,315 ",2010,,,,,
CUSTOMER 1560," 131,205 ",2010,,,,,
CUSTOMER 1564," 373,389 ",2010,,,,,
CUSTOMER 1566, -   ,2010,,,,,
CUSTOMER 1570, 21 ,2010,,,,,
CUSTOMER 1571, -   ,2010,,,,,
CUSTOMER 1574, -   ,2010,,,,,
CUSTOMER 1576, -   ,2010,,,,,
CUSTOMER 1578," 113,986 ",2010,,,,,
CUSTOMER 1580," 8,397 ",2010,,,,,
CUSTOMER 1586, -   ,2010,,,,,
CUSTOMER 1587, -   ,2010,,,,,
CUSTOMER 1593," 2,255,310 ",2010,,,,,
CUSTOMER 1596," 37,982 ",2010,,,,,
CUSTOMER 1597," 6,729 ",2010,,,,,
CUSTOMER 1598," 1,161 ",2010,,,,,
CUSTOMER 1602, 22 ,2010,,,,,
CUSTOMER 1603, 16 ,2010,,,,,
CUSTOMER 1604, 18 ,2010,,,,,
CUSTOMER 1607, -   ,2010,,,,,
CUSTOMER 1611," 4,929 ",2010,,,,,
CUSTOMER 1614, 4 ,2010,,,,,
CUSTOMER 1620, 73 ,2010,,,,,
CUSTOMER 1621," 5,034 ",2010,,,,,
CUSTOMER 1625," 11,015 ",2010,,,,,
CUSTOMER 1626, -   ,2010,,,,,
CUSTOMER 1627," 4,229,518 ",2010,,,,,
CUSTOMER 1629," 413,966 ",2010,,,,,
CUSTOMER 1630," 11,979 ",2010,,,,,
CUSTOMER 1633, -   ,2010,,,,,
CUSTOMER 1637," 1,890,636 ",2010,,,,,
CUSTOMER 1642," 539,059 ",2010,,,,,
CUSTOMER 1662, -   ,2010,,,,,
CUSTOMER 1663," 21,163 ",2010,,,,,
CUSTOMER 1664, 689 ,2010,,,,,
CUSTOMER 1665," 556,930 ",2010,,,,,
CUSTOMER 1667," 2,378 ",2010,,,,,
CUSTOMER 1669," 1,395,388 ",2010,,,,,
CUSTOMER 1677," 2,090 ",2010,,,,,
