Cust_ID,Product Group,1/1/10,2/1/10,3/1/10,4/1/10,5/1/10,6/1/10,7/1/10,8/1/10,9/1/10,10/1/10,11/1/10,12/1/10,1/1/11,2/1/11,3/1/11,4/1/11,5/1/11,6/1/11,7/1/11,8/1/11,9/1/11,10/1/11,11/1/11,12/1/11,1/1/12,2/1/12,3/1/12,4/1/12,5/1/12,6/1/12,7/1/12,8/1/12,9/1/12,10/1/12,11/1/12,12/1/12,1/1/13,2/1/13,3/1/13,4/1/13,5/1/13,6/1/13
CUSTOMER 10,FraudFinder, $81 , $81 , $81 , $81 , $81 , $81 , $81 , $81 , $81 , $81 , $81 , $81 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 11,FraudFinder, $91 , $91 , $91 , $91 , $91 , $91 , $91 , $91 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 11,FraudFinder 2.0., $61 , $61 , $61 , $61 , $61 , $61 , $61 , $61 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $258 , $258 , $258 , $258 , $258 , $258 , $258 , $258 , $258 , $258 , $258 , $258 , $284 , $284 , $284 , $284 , $284 , $284 , $284 , $284 , $284 , $284 
CUSTOMER 12,FraudFinder, $96 , $96 , $96 , $96 , $96 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 12,FraudFinder 2.0., $-   , $-   , $-   , $-   , $118 , $289 , $289 , $289 , $289 , $289 , $289 , $289 , $289 , $289 , $289 , $289 , $289 , $314 , $314 , $314 , $314 , $314 , $314 , $314 , $314 , $314 , $314 , $314 , $314 , $346 , $346 , $346 , $346 , $346 , $346 , $346 , $346 , $346 , $346 , $346 , $346 , $380 
CUSTOMER 13,FraudFinder, $81 , $81 , $81 , $81 , $81 , $81 , $81 , $81 , $81 , $81 , $81 , $81 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $186 , $(186), $-   , $-   , $-   , $-   
CUSTOMER 14,FraudFinder, $193 , $212 , $212 , $212 , $212 , $212 , $212 , $212 , $212 , $212 , $212 , $212 , $212 , $233 , $233 , $233 , $233 , $233 , $233 , $233 , $233 , $233 , $233 , $233 , $233 , $256 , $256 , $256 , $256 , $256 , $256 , $256 , $256 , $256 , $256 , $256 , $256 , $282 , $282 , $282 , $282 , $282 
CUSTOMER 15,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $262 , $131 , $131 , $131 , $131 , $131 , $131 , $131 
CUSTOMER 16,FraudFinder 2.0., $361 , $361 , $361 , $361 , $361 , $361 , $361 , $361 , $361 , $361 , $361 , $361 , $361 , $295 , $295 , $295 , $295 , $295 , $295 , $295 , $295 , $295 , $295 , $295 , $295 , $325 , $325 , $325 , $325 , $325 , $325 , $325 , $325 , $325 , $325 , $325 , $325 , $357 , $357 , $357 , $357 , $357 
CUSTOMER 17,FraudFinder 2.0., $390 , $390 , $390 , $390 , $423 , $423 , $423 , $423 , $423 , $423 , $423 , $423 , $423 , $423 , $423 , $424 , $423 , $423 , $423 , $423 , $423 , $423 , $423 , $423 , $423 , $423 , $423 , $423 , $466 , $466 , $466 , $466 , $466 , $466 , $466 , $466 , $466 , $466 , $466 , $466 , $512 , $512 
CUSTOMER 18,FraudFinder, $83 , $83 , $91 , $91 , $91 , $91 , $91 , $91 , $91 , $91 , $91 , $91 , $91 , $91 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 18,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $60 , $60 , $60 , $60 , $60 , $60 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $186 , $186 , $186 , $186 
CUSTOMER 19,FraudFinder, $74 , $74 , $82 , $82 , $82 , $82 , $82 , $82 , $82 , $82 , $82 , $82 , $82 , $82 , $95 , $95 , $(190), $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 20,FraudFinder, $103 , $103 , $103 , $103 , $114 , $114 , $114 , $114 , $114 , $114 , $114 , $114 , $114 , $114 , $114 , $114 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 20,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $190 , $190 , $190 , $190 , $190 , $190 , $190 , $190 , $190 , $190 , $190 , $190 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $229 , $229 
CUSTOMER 21,FraudFinder 2.0., $111 , $111 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $140 , $140 , $140 , $140 , $140 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 22,FraudFinder 2.0., $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $122 ," $(1,465)", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 23,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $516 , $516 , $516 , $516 
CUSTOMER 23,FraudFinder, $131 , $131 , $131 , $131 , $131 , $131 , $131 , $131 , $131 , $131 , $164 , $164 , $(328), $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 24,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $146 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $186 , $186 , $186 , $186 , $186 , $186 , $186 , $186 , $186 , $186 
CUSTOMER 25,FraudFinder, $81 , $(161), $-   , $-   , $-   , $-   , $-   , $-   , $-   , $81 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 26,FraudFinder, $71 , $71 , $71 , $71 , $71 , $71 , $71 , $71 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 26,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $148 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 27,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $262 , $262 , $262 , $262 , $262 , $262 , $262 , $262 , $262 , $262 , $262 , $262 , $289 , $289 , $289 , $289 , $682 , $367 , $404 , $404 , $(808), $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 28,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $328 , $328 , $328 , $328 
CUSTOMER 29,FraudFinder 2.0., $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $240 , $240 , $240 , $240 , $240 , $240 , $240 , $240 , $240 , $240 , $240 , $240 , $264 , $264 , $264 , $264 , $264 , $264 , $264 , $264 , $264 , $264 , $264 , $264 , $290 , $290 , $290 , $290 , $290 , $290 , $290 
CUSTOMER 30,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $122 , $122 , $122 , $122 , $122 
CUSTOMER 31,FraudFinder, $213 , $213 , $213 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 31,FraudFinder 2.0., $69 , $69 , $69 , $284 , $284 , $284 , $284 , $284 , $284 , $284 , $284 , $284 , $284 , $284 , $284 , $369 , $369 , $369 , $369 , $369 , $369 , $369 , $369 , $369 , $369 , $369 , $369 , $406 , $406 , $406 , $406 , $406 , $406 , $406 , $406 , $406 , $406 , $406 , $406 , $447 , $-   , $-   
CUSTOMER 31,Other, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $(447)
CUSTOMER 32,FraudFinder 2.0., $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $74 , $74 , $74 , $74 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 33,FraudFinder, $161 , $161 , $161 , $161 , $161 , $161 , $161 , $161 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 33,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 34,FraudFinder, $151 , $151 , $151 , $151 , $151 , $151 , $151 , $151 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $235 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 34,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $258 , $258 , $258 , $258 , $258 , $258 , $258 , $258 , $258 , $258 , $258 , $258 , $284 , $284 , $284 , $284 , $284 , $284 , $284 , $284 , $284 , $284 
CUSTOMER 35,FraudFinder, $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $99 , $99 , $99 , $99 , $99 , $99 , $99 , $99 , $99 , $99 , $99 , $99 , $109 , $109 , $109 , $109 , $109 , $109 , $109 , $109 , $109 , $109 , $109 , $109 , $120 , $120 , $120 , $120 , $120 , $120 , $120 
CUSTOMER 36,FraudFinder, $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $148 , $148 , $148 , $148 , $148 , $148 
CUSTOMER 37,FraudFinder, $440 , $440 , $484 , $484 , $484 , $484 , $484 , $484 , $484 , $484 , $484 , $484 , $484 , $484 , $557 , $557 , $557 , $557 , $557 , $557 , $557 , $557 , $557 , $557 , $557 , $557 , $612 , $612 , $612 , $612 , $612 , $612 , $612 , $612 , $612 , $612 , $612 , $612 , $674 , $674 , $674 , $-   
CUSTOMER 38,FraudFinder 2.0., $366 , $366 , $366 , $366 , $366 , $366 , $366 , $366 , $403 , $403 , $403 , $403 , $403 , $403 , $403 , $403 , $403 , $403 , $403 , $403 , $443 , $443 , $443 , $443 , $443 , $443 , $443 , $443 , $443 , $443 , $443 , $443 , $487 , $487 , $487 , $487 , $487 , $487 , $487 , $487 , $487 , $487 
CUSTOMER 39,FraudFinder 2.0., $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $122 , $122 , $122 , $122 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 39,Other, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $(122), $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 40,FraudFinder 2.0., $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $105 , $105 , $105 , $105 , $105 , $105 , $105 , $105 , $105 , $105 , $105 , $105 , $115 , $115 , $115 , $115 , $115 , $115 , $115 , $115 
CUSTOMER 41,FraudFinder 2.0., $86 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $95 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $134 , $148 , $148 , $148 , $148 , $148 
CUSTOMER 42,FraudFinder, $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $49 , $54 , $54 , $54 , $54 , $54 , $54 , $54 , $54 , $54 , $54 , $54 , $54 , $60 , $60 , $60 
CUSTOMER 43,FraudFinder 2.0., $138 , $138 , $138 , $138 , $138 , $138 , $138 , $138 , $138 , $138 , $138 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $186 , $186 , $186 , $186 , $186 , $186 , $284 
CUSTOMER 44,FraudFinder," $1,240 "," $1,240 "," $1,240 "," $1,240 "," $1,240 "," $1,240 "," $1,240 "," $1,240 "," $1,364 "," $1,364 "," $1,364 "," $1,364 "," $1,364 "," $1,364 "," $1,364 "," $1,364 "," $1,364 "," $1,364 "," $1,364 "," $1,364 "," $1,501 "," $1,501 "," $1,501 "," $1,501 "," $1,501 "," $1,501 "," $1,501 "," $1,501 "," $1,501 "," $1,501 "," $1,501 "," $1,501 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 44,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,135 "," $2,135 "," $2,135 "," $2,135 "," $2,135 "," $2,135 "," $2,135 "," $2,135 "," $2,135 "," $2,135 "
CUSTOMER 45,FraudFinder 2.0., $339 , $372 , $512 , $512 , $(605), $512 , $512 , $512 , $512 , $512 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 46,FraudFinder, $89 , $89 , $89 , $89 , $89 , $89 , $89 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $154 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 46,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $169 , $186 , $186 , $186 , $186 , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 46,Other, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $(372), $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 47,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,115 ", $328 
CUSTOMER 47,Other, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $755 , $755 
CUSTOMER 48,FraudFinder, $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $86 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 48,FraudFinder 2.0., $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $29 , $29 , $29 , $29 , $29 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $122 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 49,FraudFinder, $81 , $81 , $81 , $81 , $81 , $81 , $(969), $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 49,Other, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $969 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 50,FraudFinder, $65 , $65 , $65 , $65 , $65 , $65 , $65 , $65 , $65 , $65 , $65 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 51,FraudFinder, $65 , $65 , $65 , $65 , $65 , $65 , $65 , $65 , $65 , $65 , $65 , $65 , $85 , $85 , $85 , $85 , $85 , $85 , $85 , $85 , $85 , $85 , $85 , $85 , $93 , $93 , $93 , $93 , $93 , $93 , $93 , $93 , $93 , $93 , $93 , $93 , $102 , $102 , $102 , $102 , $102 , $102 
CUSTOMER 52,FraudFinder 2.0., $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $68 , $78 , $78 , $78 , $78 , $78 , $78 , $78 , $78 , $78 , $78 , $78 , $78 , $85 , $85 , $85 , $85 , $85 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
CUSTOMER 53,FraudFinder, $83 , $91 , $91 , $91 , $91 , $91 , $91 , $91 , $91 , $91 , $91 , $91 , $91 , $190 , $190 , $190 , $190 , $190 , $190 , $190 , $190 , $190 , $190 , $190 , $190 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $209 , $229 , $229 , $-   , $-   , $-   
