Cust_ID,Product Group,1/1/2010,2/1/2010,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/1/2011,11/1/2011,12/1/2011,1/1/2012,2/1/2012,3/1/2012,4/1/2012,5/1/2012,6/1/2012,7/1/2012,8/1/2012,9/1/2012,10/1/2012,11/1/2012,12/1/2012,1/1/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/1/2013
CUSTOMER 47,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1115.49,328.09
CUSTOMER 48,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.61,28.61,28.61,28.61,28.61,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CUSTOMER 52,FraudFinder 2.0.,67.58,67.58,67.58,67.58,67.58,67.58,67.59,67.58,67.59,67.60,77.72,77.72,77.72,77.72,77.72,77.72,77.72,77.72,77.72,77.72,77.72,77.71,85.50,85.50,85.50,85.50,85.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CUSTOMER 54,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.36,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,169.69,186.65,186.65,186.65,186.65,186.65,186.65,186.65,186.65,186.65,186.65,186.65,186.65,205.32,205.32,205.32,205.32,205.32,205.32,205.32,205.32
CUSTOMER 55,FraudFinder 2.0.,1148.29,1148.29,1148.30,1148.30,668.63,668.63,668.64,668.64,668.64,668.64,668.63,668.64,1337.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CUSTOMER 56,FraudFinder 2.0.,95.14,95.14,95.14,95.14,95.14,95.15,95.14,95.15,95.16,109.41,109.41,109.41,109.42,109.42,109.42,109.42,109.42,109.42,109.42,109.42,109.42,120.35,120.35,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CUSTOMER 57,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,134.25,134.25,134.25,134.25,134.25,134.25,134.25
CUSTOMER 59,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,147.68,147.68,147.68,147.68,147.68,147.68,147.68,147.68,147.68,147.68,147.68,147.68
CUSTOMER 60,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104.66,104.66,104.66,104.66,104.66,104.66,104.66,104.66,104.66,104.66,104.66,104.63,115.13,115.13,115.13,115.13,115.13,115.13,115.13
CUSTOMER 61,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,168.90,168.90,168.90,168.90,168.90,168.90,168.90,168.90,168.90,168.90,168.90,168.90,185.79,185.79,185.79,185.79,185.79,185.79,185.79,185.79,185.79
CUSTOMER 62,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,539.58,180.53,899.32,494.62,494.62,494.62,494.62,494.62,494.62,494.62,494.59,544.08,544.08,544.08,544.08,544.08,544.08,544.08,544.08,544.08,544.08,544.08,544.11
CUSTOMER 63,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,953.41,166.01,166.01,166.01,166.01,166.01,166.01,166.01,166.01,166.01
CUSTOMER 67,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115.49,115.49,115.49,115.49,115.49,115.49,115.49,115.49,115.49,115.49,115.49,115.46,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03,127.03
CUSTOMER 68,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,457.35,457.35,457.35,457.35,457.35,457.35,457.35,457.35,457.35,457.35,457.35,457.38,491.20,491.20,491.20,491.20,491.20,491.20,491.20,491.20,491.20,491.20,491.20,491.24,589.37,589.37,589.37
CUSTOMER 69,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,234.91,234.91,234.91,299.20,299.20,299.20,299.21,299.21,299.21,299.22,299.21,299.22,199.61,199.61,199.61,199.61,199.61,199.61,199.61,199.61,199.61,199.61,199.61,199.61,199.61,199.61,199.61,219.57,219.57,219.57,219.57,219.57
CUSTOMER 70,FraudFinder 2.0.,0.00,0.00,49.87,189.63,189.63,189.63,189.63,189.63,189.63,189.63,189.63,189.64,189.64,189.64,189.64,208.59,208.59,208.59,208.59,208.60,208.60,208.60,208.60,208.60,208.60,208.60,208.57,229.46,229.46,229.46,229.46,229.46,229.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CUSTOMER 71,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.58,67.58,67.58,67.58,67.58,67.58,67.58,67.58,67.58,67.58,67.58
CUSTOMER 72,FraudFinder 2.0.,189.46,189.46,189.46,189.46,189.47,189.47,189.47,189.47,189.47,189.47,234.91,234.91,234.91,234.91,234.91,234.91,234.91,234.91,234.91,234.91,234.91,234.94,284.12,284.12,284.12,284.12,284.12,284.12,284.12,284.12,284.12,284.12,284.12,284.15,312.54,312.54,312.54,312.54,312.54,312.54,312.54,312.54
CUSTOMER 73,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.46,48.46,205.94,246.52,246.52,246.52,246.52,246.52,246.52,246.52,246.52,246.52,246.52,246.52,246.55,271.17,271.17,271.17,271.17,271.17,271.17,271.17,271.17,271.17,271.17,271.17,271.19,298.29,298.29,298.29,298.29
CUSTOMER 74,FraudFinder 2.0.,67.58,67.59,67.60,67.58,67.58,67.58,67.58,67.58,67.58,67.58,67.58,67.59,67.58,67.59,67.60,95.14,95.14,95.14,95.14,95.14,95.14,95.14,95.14,95.14,95.14,95.14,95.17,104.66,104.66,104.66,104.66,104.66,104.66,104.66,104.66,104.66,104.66,104.66,104.63,115.13,115.13,115.13
CUSTOMER 75,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,90.35,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.35
CUSTOMER 76,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,370.16,370.16,370.16,370.16,370.16,370.16,370.16,370.16,370.16,370.16,370.16,370.20,517.45,517.45,517.45,517.45,517.45,517.45,517.45,517.45,517.45,517.45,517.45
CUSTOMER 80,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189.63,189.63,189.63,189.63,189.63,189.63,189.63,189.63,189.63,189.63,1084.91,297.50,297.50,297.50
CUSTOMER 81,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.58,67.58,67.58,67.58,67.58,67.58,67.58,67.58,67.58,67.58,67.58,67.61,74.35,74.35,74.35,74.35,74.35,74.35,74.35,74.35,74.35,74.35,74.35
CUSTOMER 82,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,464.57,464.57,464.57,464.57,464.57,464.57,464.57,464.57,464.57,464.57,464.57,464.57,511.02,511.02,511.02,511.02
CUSTOMER 83,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,95.14,95.14,95.14,95.14,95.14,95.14,95.14,95.14,95.15,95.14,95.15,95.16,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25
CUSTOMER 85,FraudFinder 2.0.,172.24,172.24,172.24,172.24,172.24,172.24,172.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CUSTOMER 86,FraudFinder 2.0.,94.91,94.92,94.92,94.91,94.91,94.91,94.91,94.91,94.91,94.91,94.91,94.91,94.91,94.92,94.92,118.76,118.76,118.76,118.76,118.76,118.76,118.76,118.76,118.76,118.76,118.76,118.80,130.65,130.65,130.65,130.65,130.65,130.65,130.65,130.65,130.65,130.65,130.65,130.61,143.71,143.71,143.71
CUSTOMER 87,FraudFinder 2.0.,86.28,86.28,86.28,86.29,86.28,86.29,86.30,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,122.05,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,134.25,147.68,147.68,147.68,147.68,147.68,147.68,147.68,147.68,246.06,246.06,246.06
CUSTOMER 89,FraudFinder 2.0.,8.99,95.14,95.14,95.14,95.14,95.14,95.14,95.14,95.14,95.15,95.14,95.15,95.16,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.56,106.59,117.22,117.22,117.22,117.22,117.22,117.22,117.22,117.22,117.22,117.22,117.22,117.19,128.94,128.94,128.94,128.94,128.94
CUSTOMER 90,FraudFinder 2.0.,67.58,67.58,67.58,67.58,67.58,67.59,67.58,67.59,67.60,74.34,74.34,74.34,74.34,74.35,74.35,74.35,74.35,74.35,74.35,74.35,74.35,81.78,81.78,81.78,81.78,81.78,81.78,81.78,81.78,81.78,81.78,81.78,81.76,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95,89.95
CUSTOMER 91,FraudFinder 2.0.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,338.58,338.58,338.58,338.58,338.58,338.58,338.58,338.58,338.58,338.58,338.58,338.58,372.44,372.44,372.44,372.44,372.44,372.44,372.44
CUSTOMER 92,FraudFinder 2.0.,67.60,67.58,67.58,67.58,67.58,67.58,67.58,67.58,67.58,67.59,67.58,67.59,67.60,74.34,74.34,74.34,74.34,74.35,74.35,74.35,74.35,74.35,74.35,74.35,74.31,81.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CUSTOMER 94,FraudFinder 2.0.,153.39,153.39,153.54,153.54,153.54,383.86,383.86,383.86,153.54,153.54,153.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
